date,currency_code,local_price,dollar_ex,dollar_price
01/01/2007,IDR,15900,9090,1.75
01/01/2007,JPY,280,121,2.31
01/01/2007,MYR,5.5,3,1.83
01/01/2007,MXN,29,10,2.9
01/01/2007,NZD,4.6,1,4.6
01/01/2007,NOK,41.5,6,6.92
01/01/2007,PKR,140,60,2.33
01/01/2007,PEN,9.5,3,3.17
01/01/2007,PHP,85,49,1.73
01/01/2007,PLN,6.9,2,3.45
01/01/2007,RUB,49,26,1.88
01/01/2007,SAR,9,3,3
01/01/2007,SGD,3.6,1,3.6
01/01/2007,ZAR,15.5,7,2.21
01/01/2007,KRW,2900,940,3.09
01/01/2007,LKR,190,102,1.86
01/01/2007,SEK,32,7,4.57
01/01/2007,CHF,6.3,1,6.3
01/01/2007,TWD,75,32,2.34
01/01/2007,THB,62,35,1.77
01/01/2007,TRY,4.55,1,4.55
01/01/2007,AED,10,3,3.33
01/01/2007,UAH,9,5,1.8
01/01/2007,USD,2.89,1,2.89
01/01/2007,UYU,55,23,2.39
01/01/2007,VEF,6800,4125,1.65
01/06/2007,ARS,8.25,3,2.75
01/06/2007,AUD,3.45,1,3.45
01/06/2007,BRL,6.9,1,6.9
01/06/2007,GBP,1.99,1,1.99
01/06/2007,CAD,3.88,1,3.88
01/06/2007,CLP,1565,526,2.98
01/06/2007,CNY,11,7,1.57
01/06/2007,COP,6900,1956,3.53
01/06/2007,CRC,1130,518,2.18
01/06/2007,CZK,52.9,21,2.52
01/06/2007,DKK,27.75,5,5.55
01/06/2007,EGP,9.54,5,1.91
01/06/2007,EUR,3.057482443,1,3.06
01/06/2007,HKD,12,7,1.71
01/06/2007,HUF,600,180,3.33
01/06/2007,IDR,15900,9015,1.76
01/06/2007,JPY,280,122,2.3
01/06/2007,MYR,5.5,3,1.83
01/06/2007,MXN,29,10,2.9
01/06/2007,NZD,4.6,1,4.6
01/06/2007,NOK,40,5,8
01/06/2007,PKR,140,60,2.33
01/06/2007,PEN,9.5,3,3.17
01/06/2007,PHP,85,45,1.89
01/06/2007,PLN,6.9,2,3.45
01/06/2007,RUB,52,25,2.08
01/06/2007,SAR,9,3,3
01/06/2007,SGD,3.95,1,3.95
01/06/2007,ZAR,15.5,6,2.58
01/06/2007,KRW,2900,922,3.15
01/06/2007,LKR,210,111,1.89
01/06/2007,SEK,33,6,5.5
01/06/2007,CHF,6.3,1,6.3
01/06/2007,TWD,75,32,2.34
01/06/2007,THB,62,34,1.82
01/06/2007,TRY,4.75,1,4.75
01/06/2007,AED,10,3,3.33
01/06/2007,UAH,9.25,5,1.85
01/06/2007,USD,3,1,3
01/06/2007,UYU,62,23,2.7
01/06/2007,VEF,7400,2147,3.45
01/06/2008,ARS,11,3,3.67
01/06/2008,AUD,3.45,1,3.45
01/06/2008,BRL,7.5,1,7.5
01/06/2008,GBP,2.29,1,2.29
01/06/2008,CAD,4.09,1,4.09
01/06/2008,CLP,1550,494,3.14
01/06/2008,CNY,12.5,6,2.08
01/06/2008,COP,7000,1798,3.89
01/06/2008,CRC,1800,551,3.27
01/06/2008,CZK,66.08,14,4.72
01/06/2008,DKK,28,4,7
01/06/2008,EGP,13,5,2.6
01/06/2008,EUR,3.36856,1,3.37
01/06/2008,HKD,13.3,7,1.9
01/06/2008,HUF,670,144,4.65
01/06/2008,IDR,18700,9152,2.04
01/06/2008,JPY,280,106,2.64
01/06/2008,MYR,5.5,3,1.83
01/06/2008,MXN,32,10,3.2
01/06/2008,NZD,4.9,1,4.9
01/06/2008,NOK,40,5,8
01/06/2008,PKR,140,70,2
01/06/2008,PEN,9.5,2,4.75
01/06/2008,PHP,87,44,1.98
01/06/2008,PLN,7,2,3.5
01/06/2008,RUB,59,23,2.57
01/06/2008,SAR,10,3,3.33
01/06/2008,SGD,3.95,1,3.95
01/06/2008,ZAR,16.95,7,2.42
01/06/2008,KRW,3200,1018,3.14
01/06/2008,LKR,210,107,1.96
01/06/2008,SEK,38,5,7.6
01/06/2008,CHF,6.5,1,6.5
01/06/2008,TWD,75,30,2.5
01/06/2008,THB,62,33,1.88
01/06/2008,TRY,5.15,1,5.15
01/06/2008,AED,10,3,3.33
01/06/2008,UAH,11,4,2.75
01/06/2008,USD,3.21,1,3.21
01/06/2008,UYU,61,19,3.21
01/07/2009,ARS,11.5,3,3.83
01/07/2009,AUD,4.34,1,4.34
01/07/2009,BRL,8.03,1,8.03
01/07/2009,GBP,2.29,1,2.29
01/07/2009,CAD,3.89,1,3.89
01/07/2009,CLP,1750,548,3.19
01/07/2009,CNY,12.5,6,2.08
01/07/2009,COP,7000,2095,3.34
01/07/2009,CRC,2000,582,3.44
01/07/2009,CZK,67.92,18,3.77
01/07/2009,DKK,29.5,5,5.9
01/07/2009,EGP,13,5,2.6
01/07/2009,EUR,3.31,1,3.31
01/07/2009,HKD,13.3,7,1.9
01/07/2009,HUF,720,199,3.62
01/07/2009,IDR,20900,10200,2.05
01/07/2009,ILS,15,3,5
01/07/2009,JPY,320,92,3.48
01/07/2009,MYR,6.77,3,2.26
01/07/2009,MXN,33,13,2.54
01/07/2009,NZD,4.9,1,4.9
01/07/2009,NOK,40,6,6.67
01/07/2009,PKR,190,82,2.32
01/07/2009,PEN,8.056,3,2.69
01/07/2009,PHP,99.39,48,2.07
01/07/2009,PLN,7.6,3,2.53
01/07/2009,RUB,67,32,2.09
01/07/2009,SAR,11,3,3.67
01/07/2009,SGD,4.22,1,4.22
01/07/2009,ZAR,17.95,8,2.24
01/07/2009,KRW,3400,1314,2.59
01/07/2009,LKR,210,114,1.84
01/07/2009,SEK,39,7,5.57
01/07/2009,CHF,6.5,1,6.5
01/07/2009,TWD,75,33,2.27
01/07/2009,THB,64.49,34,1.9
01/07/2009,TRY,5.65,1,5.65
01/07/2009,AED,10,3,3.33
01/07/2009,UAH,14,7,2
01/07/2009,USD,3.43,1,3.43
01/07/2009,UYU,61,23,2.65
01/01/2010,ARS,7,3,2.33
01/01/2010,AUD,4.35,1,4.35
01/01/2010,BRL,8.2,1,8.2
01/01/2010,GBP,2.29,1,2.29
01/01/2010,CAD,4.12,1,4.12
01/01/2010,CLP,1600,503,3.18
01/01/2010,CNY,12.5,6,2.08
01/01/2010,COP,8200,2095,3.91
01/01/2010,CRC,2050,582,3.52
01/01/2010,CZK,67.64,18,3.76
01/01/2010,DKK,30.94,5,6.19
01/01/2010,EGP,13,5,2.6
01/01/2010,EUR,3.36,1,3.36
01/01/2010,HKD,14.8,7,2.11
01/01/2010,HUF,720,186,3.87
01/01/2010,IDR,20900,9320,2.24
01/01/2010,ILS,14.9,3,4.97
01/01/2010,JPY,320,91,3.52
01/01/2010,MYR,7.05,3,2.35
01/01/2010,MXN,32,12,2.67
01/01/2010,NZD,4.9,1,4.9
01/01/2010,NOK,40,5,8
01/01/2010,PKR,200,82,2.44
01/01/2010,PEN,8.056,2,4.03
01/01/2010,PHP,101.52,45,2.26
01/01/2010,PLN,8.1,2,4.05
01/01/2010,RUB,70,29,2.41
01/01/2010,SAR,10,3,3.33
01/01/2010,SGD,4.45,1,4.45
01/01/2010,ZAR,17.95,7,2.56
01/01/2010,KRW,3400,1140,2.98
01/01/2010,LKR,210,114,1.84
01/01/2010,SEK,39,7,5.57
01/01/2010,CHF,6.5,1,6.5
01/01/2010,TWD,75,31,2.42
01/01/2010,THB,70,33,2.12
01/01/2010,TRY,5.65,1,5.65
01/01/2010,AED,11,3,3.67
01/01/2010,UAH,14,7,2
01/01/2010,USD,3.43,1,3.43
01/01/2010,UYU,77,23,3.35
01/07/2010,ARS,14,3,4.67
01/07/2010,AUD,4.35,1,4.35
01/07/2010,BRL,8.71,1,8.71
01/07/2010,GBP,2.29,1,2.29
01/07/2010,CAD,4.17,1,4.17
01/07/2010,CLP,1750,523,3.35
01/07/2010,CNY,13.2,6,2.2
01/07/2010,COP,8200,1868,4.39
01/07/2010,CRC,2000,522,3.83
01/07/2010,CZK,67.64,19,3.56
01/07/2010,DKK,28.5,5,5.7
01/07/2010,EGP,13,5,2.6
01/07/2010,EUR,3.380031071,1,3.38
01/07/2010,HKD,14.8,7,2.11
01/07/2010,HUF,740,221,3.35
01/07/2010,IDR,22780,9063,2.51
01/07/2010,ILS,14.9,3,4.97
01/07/2010,JPY,320,87,3.68
01/07/2010,MYR,7.05,3,2.35
01/07/2010,MXN,32,12,2.67
01/07/2010,NZD,5,1,5
01/07/2010,NOK,45,6,7.5
01/07/2010,PKR,210,85,2.47
01/07/2010,PEN,10,2,5
01/07/2010,PHP,102,46,2.22
01/07/2010,PLN,8.3,3,2.77
01/07/2010,RUB,71,30,2.37
01/07/2010,SAR,10,3,3.33
01/07/2010,SGD,4.23,1,4.23
01/07/2010,ZAR,18.45,7,2.64
01/07/2010,KRW,3400,1204,2.82
01/07/2010,LKR,210,112,1.88
01/07/2010,SEK,48.4,7,6.91
01/07/2010,CHF,6.5,1,6.5
01/07/2010,TWD,75,32,2.34
01/07/2010,THB,70,32,2.19
01/07/2010,TRY,5.95,1,5.95
01/07/2010,AED,11,3,3.67
01/07/2010,UAH,14.5,7,2.07
01/07/2010,USD,3.53,1,3.53
01/07/2010,UYU,79,21,3.76
01/07/2011,ARS,20,4,5
01/07/2011,AUD,4.56,1,4.56
01/07/2011,EUR,3.09,1,3.09
01/07/2011,EUR,3.75,1,3.75
01/07/2011,BRL,9.5,1,9.5
01/07/2011,GBP,2.39,1,2.39
01/07/2011,CAD,4.73,1,4.73
